transaction_id,data_hora,commodity_code,quantidade,tipo_operacao,unidade,moeda,cliente_id,canal,mercado,arquivo_origem,importado_em
COM-00000037,2024-01-02 18:40:00+00:00,OIL,12.0,VENDA,bbl,USD,C001,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.345387+00:00
COM-00000038,2024-01-02 18:33:00+00:00,GOLD,30.0,VENDA,oz,USD,C010,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.345432+00:00
COM-00000039,2024-01-02 11:06:00+00:00,OIL,22.0,COMPRA,bbl,USD,C005,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.345477+00:00
COM-00000040,2024-01-02 19:34:00+00:00,OIL,50.0,VENDA,bbl,USD,C006,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.345522+00:00
COM-00000041,2024-01-02 14:40:00+00:00,OIL,14.0,COMPRA,bbl,USD,C002,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.345570+00:00
COM-00000042,2024-01-03 12:48:00+00:00,GOLD,32.0,VENDA,oz,USD,C008,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.345627+00:00
COM-00000043,2024-01-03 11:42:00+00:00,COFFEE,46.0,VENDA,kg,USD,C001,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.345679+00:00
COM-00000044,2024-01-03 18:28:00+00:00,COFFEE,49.0,COMPRA,kg,USD,C004,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.345731+00:00
COM-00000045,2024-01-03 11:15:00+00:00,OIL,45.0,VENDA,bbl,USD,C009,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.345781+00:00
COM-00000046,2024-01-03 15:54:00+00:00,SILVER,37.0,COMPRA,oz,USD,C008,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.345826+00:00
COM-00000047,2024-01-03 20:33:00+00:00,OIL,46.0,VENDA,bbl,USD,C007,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.345872+00:00
COM-00000048,2024-01-03 09:41:00+00:00,COFFEE,23.0,VENDA,kg,USD,C001,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.345919+00:00
COM-00000049,2024-01-03 13:18:00+00:00,SILVER,22.0,COMPRA,oz,USD,C010,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.345965+00:00
COM-00000050,2024-01-03 15:15:00+00:00,OIL,20.0,COMPRA,bbl,USD,C001,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.346011+00:00
COM-00000051,2024-01-03 20:00:00+00:00,SILVER,21.0,VENDA,oz,USD,C007,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.346056+00:00
COM-00000052,2024-01-03 09:30:00+00:00,OIL,17.0,VENDA,bbl,USD,C010,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.346101+00:00
COM-00000053,2024-01-03 17:20:00+00:00,GOLD,17.0,COMPRA,oz,USD,C003,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.346146+00:00
COM-00000054,2024-01-03 16:32:00+00:00,GOLD,36.0,COMPRA,oz,USD,C002,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.346191+00:00
COM-00000055,2024-01-03 15:53:00+00:00,SILVER,38.0,VENDA,oz,USD,C008,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.346236+00:00
COM-00000056,2024-01-03 20:50:00+00:00,OIL,45.0,COMPRA,bbl,USD,C002,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.346283+00:00
COM-00000057,2024-01-03 11:33:00+00:00,GOLD,38.0,VENDA,oz,USD,C009,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.346328+00:00
COM-00000058,2024-01-03 14:32:00+00:00,GOLD,49.0,COMPRA,oz,USD,C007,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.346373+00:00
COM-00000059,2024-01-03 12:26:00+00:00,GOLD,10.0,VENDA,oz,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.346420+00:00
COM-00000060,2024-01-03 10:38:00+00:00,SILVER,20.0,VENDA,oz,USD,C001,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.346465+00:00
COM-00000061,2024-01-03 15:20:00+00:00,OIL,31.0,VENDA,bbl,USD,C001,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.346511+00:00
COM-00000062,2024-01-03 13:36:00+00:00,SILVER,36.0,VENDA,oz,USD,C003,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.346556+00:00
COM-00000063,2024-01-03 10:44:00+00:00,COFFEE,29.0,VENDA,kg,USD,C007,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.346608+00:00
COM-00000064,2024-01-03 11:22:00+00:00,COFFEE,38.0,VENDA,kg,USD,C003,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.346658+00:00
COM-00000065,2024-01-03 14:08:00+00:00,OIL,36.0,COMPRA,bbl,USD,C008,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.346709+00:00
COM-00000066,2024-01-04 10:48:00+00:00,COFFEE,16.0,COMPRA,kg,USD,C008,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.346767+00:00
COM-00000067,2024-01-04 16:57:00+00:00,SILVER,25.0,COMPRA,oz,USD,C007,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.346818+00:00
COM-00000068,2024-01-04 14:29:00+00:00,GOLD,37.0,VENDA,oz,USD,C003,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.346863+00:00
COM-00000069,2024-01-04 09:41:00+00:00,SILVER,33.0,COMPRA,oz,USD,C007,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.346909+00:00
COM-00000070,2024-01-04 18:34:00+00:00,GOLD,22.0,COMPRA,oz,USD,C002,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.346957+00:00
COM-00000071,2024-01-04 13:27:00+00:00,OIL,30.0,COMPRA,bbl,USD,C007,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.347002+00:00
COM-00000072,2024-01-04 17:27:00+00:00,COFFEE,13.0,COMPRA,kg,USD,C001,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.347046+00:00
COM-00000073,2024-01-04 15:12:00+00:00,COFFEE,25.0,COMPRA,kg,USD,C004,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.347091+00:00
COM-00000074,2024-01-04 12:19:00+00:00,OIL,49.0,VENDA,bbl,USD,C010,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.347138+00:00
COM-00000075,2024-01-04 16:03:00+00:00,COFFEE,31.0,COMPRA,kg,USD,C009,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.347184+00:00
COM-00000076,2024-01-04 17:40:00+00:00,SILVER,18.0,VENDA,oz,USD,C001,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.347228+00:00
COM-00000077,2024-01-04 19:12:00+00:00,GOLD,20.0,VENDA,oz,USD,C010,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.347273+00:00
COM-00000078,2024-01-04 16:05:00+00:00,OIL,34.0,COMPRA,bbl,USD,C002,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.347321+00:00
COM-00000079,2024-01-04 11:45:00+00:00,SILVER,42.0,VENDA,oz,USD,C009,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.347366+00:00
COM-00000080,2024-01-04 16:26:00+00:00,COFFEE,21.0,COMPRA,kg,USD,C001,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.347411+00:00
COM-00000081,2024-01-04 12:43:00+00:00,GOLD,45.0,VENDA,oz,USD,C008,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.347455+00:00
COM-00000082,2024-01-04 17:48:00+00:00,SILVER,38.0,COMPRA,oz,USD,C002,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.347501+00:00
COM-00000083,2024-01-04 18:55:00+00:00,GOLD,22.0,COMPRA,oz,USD,C005,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.347546+00:00
COM-00000084,2024-01-04 20:36:00+00:00,OIL,27.0,COMPRA,bbl,USD,C002,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.347595+00:00
COM-00000085,2024-01-04 11:32:00+00:00,OIL,10.0,VENDA,bbl,USD,C007,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.347646+00:00
COM-00000086,2024-01-04 19:37:00+00:00,OIL,26.0,COMPRA,bbl,USD,C006,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.347695+00:00
COM-00000087,2024-01-04 14:23:00+00:00,COFFEE,27.0,COMPRA,kg,USD,C010,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.347744+00:00
COM-00000088,2024-01-04 14:34:00+00:00,OIL,43.0,COMPRA,bbl,USD,C004,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.347794+00:00
COM-00000089,2024-01-05 12:22:00+00:00,GOLD,35.0,COMPRA,oz,USD,C008,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.347845+00:00
COM-00000090,2024-01-05 17:09:00+00:00,OIL,37.0,VENDA,bbl,USD,C003,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.347892+00:00
COM-00000091,2024-01-05 18:00:00+00:00,COFFEE,29.0,VENDA,kg,USD,C008,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.347937+00:00
COM-00000092,2024-01-05 14:28:00+00:00,SILVER,16.0,VENDA,oz,USD,C006,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.347982+00:00
COM-00000093,2024-01-05 19:08:00+00:00,SILVER,15.0,COMPRA,oz,USD,C007,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.348027+00:00
COM-00000094,2024-01-05 09:33:00+00:00,COFFEE,36.0,COMPRA,kg,USD,C007,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.348073+00:00
COM-00000095,2024-01-05 15:18:00+00:00,COFFEE,50.0,COMPRA,kg,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.348119+00:00
COM-00000096,2024-01-05 09:43:00+00:00,SILVER,43.0,COMPRA,oz,USD,C007,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.348163+00:00
COM-00000097,2024-01-05 14:34:00+00:00,OIL,38.0,COMPRA,bbl,USD,C006,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.348207+00:00
COM-00000098,2024-01-05 15:29:00+00:00,COFFEE,23.0,VENDA,kg,USD,C006,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.348254+00:00
COM-00000099,2024-01-05 12:15:00+00:00,SILVER,11.0,VENDA,oz,USD,C007,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.348299+00:00
COM-00000100,2024-01-05 16:10:00+00:00,GOLD,35.0,COMPRA,oz,USD,C001,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.348343+00:00
COM-00000101,2024-01-05 12:44:00+00:00,OIL,35.0,VENDA,bbl,USD,C009,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.348390+00:00
COM-00000102,2024-01-05 19:31:00+00:00,COFFEE,28.0,COMPRA,kg,USD,C009,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.348435+00:00
COM-00000103,2024-01-05 12:16:00+00:00,SILVER,24.0,COMPRA,oz,USD,C003,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.348481+00:00
COM-00000104,2024-01-05 20:44:00+00:00,GOLD,16.0,VENDA,oz,USD,C010,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.348526+00:00
COM-00000105,2024-01-05 15:11:00+00:00,SILVER,19.0,VENDA,oz,USD,C006,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.348573+00:00
COM-00000106,2024-01-05 10:18:00+00:00,COFFEE,10.0,VENDA,kg,USD,C008,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.348624+00:00
COM-00000107,2024-01-06 11:57:00+00:00,OIL,46.0,VENDA,bbl,USD,C004,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.348682+00:00
COM-00000108,2024-01-06 17:19:00+00:00,GOLD,43.0,VENDA,oz,USD,C004,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.348733+00:00
COM-00000109,2024-01-06 20:49:00+00:00,SILVER,36.0,COMPRA,oz,USD,C001,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.348783+00:00
COM-00000110,2024-01-06 11:55:00+00:00,GOLD,34.0,COMPRA,oz,USD,C008,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.348828+00:00
COM-00000111,2024-01-06 19:06:00+00:00,GOLD,38.0,VENDA,oz,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.348872+00:00
COM-00000112,2024-01-06 12:32:00+00:00,COFFEE,50.0,COMPRA,kg,USD,C002,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.348917+00:00
COM-00000113,2024-01-06 13:17:00+00:00,OIL,14.0,COMPRA,bbl,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.348962+00:00
COM-00000114,2024-01-06 17:34:00+00:00,SILVER,28.0,VENDA,oz,USD,C004,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.349008+00:00
COM-00000115,2024-01-06 10:27:00+00:00,OIL,32.0,COMPRA,bbl,USD,C005,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.349053+00:00
COM-00000116,2024-01-06 11:57:00+00:00,COFFEE,23.0,COMPRA,kg,USD,C004,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.349103+00:00
COM-00000117,2024-01-06 09:29:00+00:00,COFFEE,14.0,COMPRA,kg,USD,C008,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.349153+00:00
COM-00000118,2024-01-06 11:39:00+00:00,SILVER,43.0,VENDA,oz,USD,C006,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.349204+00:00
COM-00000119,2024-01-06 19:42:00+00:00,OIL,11.0,VENDA,bbl,USD,C001,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.349254+00:00
COM-00000120,2024-01-06 15:27:00+00:00,GOLD,38.0,COMPRA,oz,USD,C002,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.349301+00:00
COM-00000121,2024-01-06 12:59:00+00:00,COFFEE,24.0,COMPRA,kg,USD,C007,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.349347+00:00
COM-00000122,2024-01-06 13:29:00+00:00,GOLD,46.0,VENDA,oz,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.349391+00:00
COM-00000123,2024-01-06 11:36:00+00:00,GOLD,45.0,COMPRA,oz,USD,C004,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.349438+00:00
COM-00000124,2024-01-06 11:00:00+00:00,OIL,21.0,COMPRA,bbl,USD,C006,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.349483+00:00
COM-00000125,2024-01-06 09:32:00+00:00,OIL,47.0,VENDA,bbl,USD,C005,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.349527+00:00
COM-00000126,2024-01-06 15:35:00+00:00,SILVER,10.0,COMPRA,oz,USD,C009,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.349573+00:00
COM-00000127,2024-01-06 11:21:00+00:00,SILVER,12.0,VENDA,oz,USD,C003,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.349617+00:00
COM-00000128,2024-01-06 20:08:00+00:00,OIL,27.0,COMPRA,bbl,USD,C008,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.349660+00:00
COM-00000129,2024-01-07 09:15:00+00:00,OIL,20.0,VENDA,bbl,USD,C007,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.349711+00:00
COM-00000130,2024-01-07 16:16:00+00:00,OIL,48.0,VENDA,bbl,USD,C008,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.349758+00:00
COM-00000131,2024-01-07 17:18:00+00:00,OIL,28.0,COMPRA,bbl,USD,C004,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.349807+00:00
COM-00000132,2024-01-07 19:25:00+00:00,SILVER,32.0,VENDA,oz,USD,C009,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.349862+00:00
COM-00000133,2024-01-07 11:53:00+00:00,COFFEE,45.0,VENDA,kg,USD,C006,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.349947+00:00
COM-00000134,2024-01-07 12:14:00+00:00,GOLD,11.0,VENDA,oz,USD,C009,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.350041+00:00
COM-00000135,2024-01-07 13:35:00+00:00,GOLD,36.0,COMPRA,oz,USD,C003,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.350107+00:00
COM-00000136,2024-01-07 17:20:00+00:00,GOLD,11.0,VENDA,oz,USD,C006,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.350192+00:00
COM-00000137,2024-01-07 19:06:00+00:00,SILVER,31.0,COMPRA,oz,USD,C006,DISTRIB,BR,commodities_operacional.sql,2025-08-13 17:52:37.350251+00:00
COM-00000138,2024-01-07 12:29:00+00:00,OIL,41.0,COMPRA,bbl,USD,C003,ONLINE,BR,commodities_operacional.sql,2025-08-13 17:52:37.350305+00:00
COM-00000139,2024-01-07 16:16:00+00:00,GOLD,28.0,VENDA,oz,USD,C008,DISTRIB,EU,commodities_operacional.sql,2025-08-13 17:52:37.350358+00:00
COM-00000140,2024-01-07 18:06:00+00:00,OIL,14.0,VENDA,bbl,USD,C010,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.350411+00:00
COM-00000141,2024-01-07 20:00:00+00:00,COFFEE,11.0,COMPRA,kg,USD,C006,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.350464+00:00
COM-00000142,2024-01-07 15:33:00+00:00,COFFEE,42.0,VENDA,kg,USD,C007,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.350512+00:00
COM-00000143,2024-01-07 19:59:00+00:00,COFFEE,41.0,COMPRA,kg,USD,C006,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.350559+00:00
COM-00000144,2024-01-07 18:24:00+00:00,COFFEE,35.0,VENDA,kg,USD,C004,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.350605+00:00
COM-00000145,2024-01-07 12:25:00+00:00,OIL,34.0,COMPRA,bbl,USD,C007,DISTRIB,US,commodities_operacional.sql,2025-08-13 17:52:37.350652+00:00
COM-00000146,2024-01-07 10:09:00+00:00,COFFEE,10.0,COMPRA,kg,USD,C010,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.350698+00:00
COM-00000147,2024-01-07 15:33:00+00:00,OIL,48.0,COMPRA,bbl,USD,C007,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.350744+00:00
COM-00000148,2024-01-07 14:53:00+00:00,OIL,18.0,VENDA,bbl,USD,C010,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.350793+00:00
COM-00000149,2024-01-08 14:07:00+00:00,OIL,35.0,COMPRA,bbl,USD,C008,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.350847+00:00
COM-00000150,2024-01-08 16:28:00+00:00,COFFEE,33.0,COMPRA,kg,USD,C004,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.350895+00:00
COM-00000151,2024-01-08 17:18:00+00:00,SILVER,45.0,COMPRA,oz,USD,C004,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.350942+00:00
COM-00000152,2024-01-08 15:12:00+00:00,GOLD,35.0,VENDA,oz,USD,C005,RETAIL,BR,commodities_operacional.sql,2025-08-13 17:52:37.350988+00:00
COM-00000153,2024-01-08 14:09:00+00:00,SILVER,26.0,COMPRA,oz,USD,C010,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.351043+00:00
COM-00000154,2024-01-08 16:24:00+00:00,OIL,27.0,COMPRA,bbl,USD,C008,RETAIL,EU,commodities_operacional.sql,2025-08-13 17:52:37.351092+00:00
COM-00000155,2024-01-08 18:14:00+00:00,OIL,10.0,COMPRA,bbl,USD,C007,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.351138+00:00
COM-00000156,2024-01-08 18:23:00+00:00,OIL,18.0,VENDA,bbl,USD,C002,ONLINE,EU,commodities_operacional.sql,2025-08-13 17:52:37.351202+00:00
COM-00000157,2024-01-08 12:11:00+00:00,COFFEE,48.0,VENDA,kg,USD,C001,ONLINE,US,commodities_operacional.sql,2025-08-13 17:52:37.351254+00:00
COM-00000158,2024-01-08 10:05:00+00:00,GOLD,26.0,VENDA,oz,USD,C002,RETAIL,US,commodities_operacional.sql,2025-08-13 17:52:37.351305+00:00
